npc_name,npc_class,npc_race,npc_level,npc_alignment,npc_gender,npc_age,npc_height,npc_description
Matias Jendricke,Priest,Orc,15,Lawful Good,Male,76,Tall,A compassionate caregiver always putting others first
Meagan Baglow,Shaman,Gnome,5,Lawful Neutral,Female,33,Short,A wise sage with ancient knowledge
Blythe McBeath,Mage,Genasi,3,Neutral Good,Female,22,Average,A quick-thinking problem solver with a logical mind
Blake Laible,Mage,Halfling,4,True Neutral,Bigender,24,Average,A wise advisor offering guidance and wisdom
Rozamond Rioch,Paladin,Goblin,9,True Neutral,Female,77,Short,A compassionate listener always ready to lend an ear
Enos Rummins,Priest,Warforged,2,Neutral Evil,Male,94,Short,An intuitive empath who can understand others' emotions
Gradeigh Greg,Engineer,Yuan-Ti,11,Chaotic Evil,Male,58,Short,A brave adventurer with a mysterious past
Brear Antunes,Monk,Triton,5,Neutral Evil,Female,64,Average,A wise mentor guiding others on their path
Lise McCrisken,Monk,Elf,10,Lawful Neutral,Female,61,Average,A quick-witted trickster with a clever mind
Angel Leisman,Warrior,Goliath,2,Neutral Good,Female,29,Average,A gentle soul with a deep connection to nature
Kippy Logie,Engineer,Goblin,8,Neutral Good,Male,67,Tall,A natural-born leader with a commanding presence
Jenni Yaakov,Necromancer,Dwarf,14,Chaotic Good,Female,88,Short,A cunning strategist with a mischievous smile
Guthrey Longforth,Warlock,Tabaxi,3,Chaotic Evil,Male,18,Average,A charismatic leader with a silver tongue
Steven Cobleigh,Druid,Dwarf,6,Lawful Evil,Male,77,Short,A skilled craftsman with a talent for creating masterpieces
Gloriane Alden,Ninja,Goliath,8,Lawful Evil,Female,75,Average,A curious scholar always hungry for new discoveries
Hilarius Duigan,Alchemist,Dragonborn,13,Neutral Evil,Male,45,Average,A talented musician who can captivate any audience
Lori Novik,Death Knight,Elf,7,Neutral Good,Female,70,Average,A fearless hunter tracking down dangerous beasts
Sonnie Imlock,Rogue,Tiefling,15,Chaotic Evil,Male,97,Short,A wise advisor offering guidance and wisdom
Kanya Ladloe,Monk,Kenku,9,Lawful Neutral,Genderfluid,79,Average,A wise advisor offering guidance and wisdom
Jory Aim,Samurai,Dwarf,15,Chaotic Good,Male,60,Short,A creative artist with a unique vision
Dinah Jest,Necromancer,Goblin,10,Lawful Neutral,Female,21,Average,A quick-thinking problem solver with a sharp intellect
Ciro McCarl,Ninja,Human,1,True Neutral,Male,16,Short,A charismatic diplomat bridging gaps between cultures
Masha O'Shesnan,Warlock,Halfling,3,Neutral Good,Female,50,Short,A wise philosopher pondering the mysteries of life
Karlotta Lait,Alchemist,Yuan-Ti,8,True Neutral,Female,10,Short,A skilled navigator guiding others through treacherous terrain
Ailey Hayhurst,Paladin,Aasimar,2,Neutral Evil,Female,72,Short,A quick-thinking problem solver with a logical mind
Pascale Rookesby,Mage,Firbolg,5,Lawful Evil,Male,45,Tall,A skilled engineer inventing groundbreaking technologies
Ania Maffei,Mage,Warforged,2,Lawful Evil,Female,74,Tall,A resourceful problem solver with a keen eye
Kelcy Joel,Necromancer,Tiefling,3,Chaotic Evil,Female,10,Tall,A relentless seeker of justice and truth
Lenna Noni,Ninja,Goblin,8,Lawful Neutral,Female,80,Average,A creative artist with a unique vision
Venus Kaubisch,Monk,Gnome,10,Neutral Good,Genderfluid,79,Average,A skilled craftsman with a talent for creating masterpieces
Agathe Hollier,Bard,Tortle,13,Chaotic Evil,Polygender,19,Tall,A skilled craftsman with a talent for creating masterpieces
Elisabetta Darnbrough,Warlock,Aasimar,8,Neutral Evil,Female,57,Tall,A skilled craftsman with a talent for creating masterpieces
Robinett Brager,Ninja,Halfling,10,Chaotic Neutral,Female,41,Average,A gentle healer mending both body and soul
Ted Patey,Sorcerer,Tiefling,3,True Neutral,Female,76,Tall,An enigmatic wanderer seeking knowledge and truth
Mervin McIlmurray,Shaman,Kobold,8,Chaotic Good,Male,68,Short,A mysterious figure shrouded in shadows
Rheba Gleadhall,Druid,Goblin,3,True Neutral,Female,88,Tall,A brave adventurer with a mysterious past
Berkeley Stollmeyer,Rogue,Firbolg,11,Lawful Good,Male,66,Tall,A master of disguise with a talent for blending in
Adele Clear,Monk,Human,1,Chaotic Good,Female,24,Average,A skilled magician performing awe-inspiring tricks
Jackqueline Wrench,Demon Hunter,Gnome,1,Neutral Good,Non-binary,61,Average,A master of disguise with a talent for blending in
Freddie Tanby,Bard,Kenku,15,Lawful Good,Female,18,Short,An intuitive empath who can understand others' emotions
Wald Mathers,Monk,Firbolg,1,True Neutral,Male,87,Average,A brave adventurer with a mysterious past
Gabie Marian,Mage,Elf,11,Lawful Good,Female,27,Short,A fearless explorer of uncharted lands
Moira Bockett,Mage,Halfling,14,Lawful Evil,Female,20,Tall,A fearless hunter tracking down dangerous beasts
Lorilee McElory,Mage,Goblin,15,Lawful Neutral,Female,97,Average,A compassionate protector of the weak
Felice Calafato,Monk,Triton,13,True Neutral,Female,65,Tall,A stoic guardian always ready to protect others
Nadine Geleman,Druid,Goliath,15,Neutral Good,Female,53,Average,A quick-witted trickster with a clever mind
Margaux Robertson,Warrior,Human,5,Neutral Evil,Female,86,Average,A mysterious figure shrouded in shadows
Gwenore Ewbanck,Death Knight,Kenku,7,Chaotic Good,Female,70,Average,A resourceful survivor thriving in harsh environments
Seamus Warwick,Ninja,Goliath,10,Chaotic Neutral,Male,19,Short,A charismatic storyteller with a captivating voice
Linzy Garey,Shaman,Goliath,9,Lawful Good,Female,67,Short,A talented musician who can captivate any audience
Lynnell Goldie,Death Knight,Triton,14,Lawful Evil,Female,100,Short,A charismatic storyteller with a captivating voice
Jocko Romans,Priest,Gnome,7,Lawful Good,Male,28,Short,A charismatic storyteller with a captivating voice
Pier Winny,Rogue,Tabaxi,7,Chaotic Good,Genderqueer,47,Tall,A brave adventurer with a mysterious past
Lyle Mayer,Ninja,Tortle,5,Lawful Good,Male,21,Short,A quick-thinking problem solver with a logical mind
Gary Keer,Mage,Gnome,3,Chaotic Good,Male,55,Tall,A skilled tracker with an uncanny ability to find anything
Normy Glowinski,Priest,Dwarf,13,Chaotic Good,Male,18,Tall,A skilled warrior with a heart of gold
Kacey Wathey,Demon Hunter,Dragonborn,9,Neutral Good,Non-binary,57,Tall,A quick-footed acrobat with incredible agility
Cleopatra Celez,Alchemist,Aasimar,6,True Neutral,Genderqueer,17,Short,A quick-thinking problem solver with a logical mind
Tabby Orhrt,Mage,Human,9,Lawful Evil,Male,23,Tall,A charismatic storyteller with a captivating voice
Lishe Bramich,Bard,Dragonborn,1,Lawful Neutral,Agender,66,Average,A gentle soul with a deep connection to nature
Nat Leverich,Necromancer,Elf,14,Chaotic Neutral,Male,61,Tall,A skilled archer with unmatched precision
Porty Dellenbroker,Demon Hunter,Halfling,6,True Neutral,Male,81,Average,A quick-thinking problem solver with a sharp intellect
Lorrie O' Mulderrig,Engineer,Genasi,10,Neutral Good,Female,39,Average,A skilled diplomat with a knack for negotiation
Danny Keitch,Monk,Tiefling,8,Neutral Evil,Genderfluid,57,Average,A fearless explorer of uncharted lands
Aleksandr Hedworth,Samurai,Aasimar,4,Chaotic Evil,Male,61,Tall,A talented musician who can captivate any audience
Hadrian Dewdney,Engineer,Halfling,1,True Neutral,Male,98,Tall,A wise philosopher pondering the mysteries of life
Knox Eckh,Thief,Aasimar,5,Chaotic Good,Male,81,Tall,A cunning linguist with nimble fingers
Theda Eynaud,Death Knight,Genasi,6,Lawful Evil,Female,33,Short,A charismatic leader with a silver tongue
Simone Dadson,Paladin,Yuan-Ti,6,Chaotic Neutral,Male,13,Average,A skilled diplomat with a knack for negotiation
Emerson Chisholm,Monk,Firbolg,15,True Neutral,Male,77,Average,A cunning linguist with nimble fingers
Bertha Fearnill,Druid,Goblin,12,Lawful Good,Agender,21,Tall,A curious explorer uncovering ancient secrets
Clemence Sonnenschein,Druid,Halfling,13,Lawful Evil,Female,31,Short,A charismatic storyteller with a captivating voice
Zaneta Edeson,Warlock,Genasi,11,Chaotic Evil,Female,29,Average,A fearless hunter tracking down dangerous beasts
Donnell Hulmes,Sorcerer,Warforged,8,Lawful Neutral,Male,42,Short,A fearless warrior always ready for battle
Daryl Grave,Paladin,Genasi,10,Lawful Good,Male,24,Tall,A skilled diplomat with a knack for negotiation
Guillermo Willoughby,Demon Hunter,Genasi,2,Lawful Evil,Male,47,Short,A patient teacher passing on their knowledge to others
Mikol Thomason,Warlock,Dwarf,15,Chaotic Good,Male,62,Tall,A skilled craftsman with a talent for creating masterpieces
Nikki Paley,Thief,Warforged,1,Chaotic Evil,Female,59,Tall,An enigmatic wanderer seeking knowledge and truth
Alfy Dooman,Warrior,Gnome,13,Neutral Good,Male,70,Tall,A free-spirited wanderer with an insatiable wanderlust
Angie Pyper,Priest,Goliath,13,Lawful Neutral,Male,44,Short,A wise sage with ancient knowledge
Killian Hallgarth,Engineer,Orc,8,Lawful Evil,Non-binary,58,Tall,A quick-thinking problem solver with a logical mind
Sarette Curragh,Ninja,Halfling,15,Lawful Neutral,Female,13,Short,A quick-footed acrobat with incredible agility
Kristian Puleston,Demon Hunter,Aasimar,6,Chaotic Evil,Male,89,Short,A wise mentor guiding others on their path
Hedi Rosencwaig,Priest,Dragonborn,13,Lawful Good,Female,22,Average,A fearless warrior always ready for battle
Derward Buzin,Warrior,Human,9,Neutral Good,Male,29,Short,A gentle soul with a deep connection to nature
Sherman Riba,Demon Hunter,Halfling,2,Chaotic Good,Male,16,Tall,A charismatic leader with a silver tongue
Lilah Hindshaw,Rogue,Elf,12,Chaotic Neutral,Female,27,Average,A compassionate listener always ready to lend an ear
Ferdie Durram,Shaman,Tortle,14,Chaotic Good,Male,18,Tall,A master of disguise with a talent for blending in
Celene Signe,Shaman,Kenku,9,Chaotic Evil,Female,33,Short,A wise mentor guiding others on their path
Melinda Tutsell,Thief,Warforged,10,Neutral Good,Female,64,Short,A fearless warrior always ready for battle
Helaine Binton,Ninja,Dwarf,8,True Neutral,Female,30,Tall,A compassionate healer with a gentle touch
Austin Drysdale,Warlock,Triton,14,Chaotic Good,Male,64,Tall,A fearless warrior always ready for battle
Mona Culcheth,Alchemist,Aasimar,8,Chaotic Good,Female,24,Average,A free-spirited wanderer with an insatiable wanderlust
Mordecai Smidmoor,Ninja,Yuan-Ti,13,Chaotic Good,Male,34,Short,A skilled engineer inventing groundbreaking technologies
Susannah Senior,Monk,Elf,2,Lawful Neutral,Female,22,Tall,A relentless seeker of justice and truth
Bonnie Walduck,Rogue,Warforged,13,Lawful Evil,Female,54,Short,A creative artist with a unique vision
Sutherlan Attrill,Warrior,Goliath,13,Neutral Good,Bigender,46,Average,An enigmatic wanderer seeking knowledge and truth
Dew Lathleiffure,Paladin,Tabaxi,5,Lawful Evil,Male,59,Tall,A skilled engineer inventing groundbreaking technologies
Giorgia Rosnau,Sorcerer,Tiefling,6,Chaotic Evil,Female,45,Average,A compassionate caregiver always putting others first
Joellen Hambatch,Bard,Tabaxi,4,Lawful Neutral,Female,41,Average,A compassionate listener always ready to lend an ear
Thea Baldry,Priest,Kobold,15,Lawful Good,Female,11,Short,A charismatic storyteller with a captivating voice
Rebecka Agney,Necromancer,Aasimar,12,Chaotic Evil,Female,31,Short,A skilled navigator guiding others through treacherous terrain
Dicky Lehenmann,Ninja,Gnome,14,Lawful Neutral,Male,85,Short,A talented musician who can captivate any audience
Audrie Sterman,Thief,Tabaxi,1,Chaotic Good,Female,32,Average,A skilled warrior with a heart of gold
Theobald Blackly,Mage,Human,4,Neutral Good,Male,25,Short,A skilled navigator guiding others through treacherous terrain
Norri Sodeau,Hunter,Dwarf,11,Neutral Good,Female,47,Short,A skilled engineer inventing groundbreaking technologies
Kathleen Houlton,Demon Hunter,Tiefling,13,Neutral Evil,Female,47,Average,A skilled diplomat with a knack for negotiation
Fabio Dabs,Demon Hunter,Tortle,5,Chaotic Neutral,Male,61,Short,A resourceful survivor thriving in harsh environments
Euphemia Wase,Demon Hunter,Gnome,8,Chaotic Evil,Agender,14,Tall,An intuitive empath who can understand others' emotions
Hayes Roscoe,Hunter,Warforged,8,Neutral Good,Male,25,Short,A skilled diplomat with a knack for negotiation
Blaine Coyte,Mage,Tabaxi,10,Lawful Evil,Male,11,Short,A wise mentor guiding others on their path
Elli Toten,Death Knight,Tiefling,6,Chaotic Good,Genderfluid,95,Average,A patient teacher passing on their knowledge to others
Sigfried Scurry,Monk,Triton,15,Neutral Evil,Male,20,Short,A loyal companion who never leaves a friend behind
Marlowe Paramor,Hunter,Warforged,3,Lawful Neutral,Male,89,Average,A brave adventurer with a mysterious past
Reade Haresign,Mage,Kobold,10,Chaotic Evil,Non-binary,40,Average,A charismatic leader with a silver tongue
Bertrand Hellens,Druid,Goblin,8,Lawful Evil,Male,12,Short,A compassionate listener always ready to lend an ear
Freeman Lidstone,Monk,Human,15,Neutral Good,Male,72,Short,A skilled navigator guiding others through treacherous terrain
Prudi Nairns,Warrior,Kenku,5,Neutral Evil,Female,49,Average,A wise mentor guiding others on their path
Burl Ramble,Samurai,Firbolg,6,Chaotic Evil,Male,64,Tall,A compassionate protector of the weak
Kort O'Regan,Rogue,Halfling,6,True Neutral,Male,16,Average,A talented musician who can captivate any audience
Mady Gunby,Sorcerer,Gnome,15,Lawful Evil,Female,85,Tall,A mysterious seer with visions of the future
Stuart Gerry,Monk,Dwarf,12,Lawful Neutral,Male,17,Short,A curious scholar always hungry for new discoveries
Cassie Ellin,Druid,Tabaxi,6,Chaotic Good,Male,28,Tall,A wise advisor offering guidance and wisdom
Leonidas Reap,Mage,Orc,3,Lawful Good,Male,19,Average,A compassionate listener always ready to lend an ear
Palmer Esseby,Rogue,Kobold,3,Lawful Evil,Male,27,Tall,A fearless hunter tracking down dangerous beasts
Marjory Laurie,Rogue,Tabaxi,6,Lawful Neutral,Female,37,Short,A fearless warrior always ready for battle
Corette Cranmere,Alchemist,Warforged,7,Chaotic Evil,Female,89,Tall,A wise advisor offering guidance and wisdom
Nerissa Worthy,Ninja,Gnome,12,Chaotic Evil,Female,72,Tall,A charismatic leader with a silver tongue
Gill Durston,Warlock,Tortle,13,Neutral Evil,Male,48,Short,A mysterious figure shrouded in shadows
Karine Vannuccini,Bard,Yuan-Ti,8,Lawful Evil,Female,100,Tall,A quick-thinking problem solver with a logical mind
Pamella Noke,Warlock,Yuan-Ti,15,Lawful Good,Female,33,Average,A fearless explorer of uncharted lands
Marigold Abramski,Warrior,Tortle,12,Neutral Evil,Female,33,Tall,A creative artist with a unique vision
Suellen Longmore,Necromancer,Firbolg,10,Neutral Good,Female,63,Tall,A patient teacher passing on their knowledge to others
Bendix Absalom,Samurai,Firbolg,11,Lawful Good,Male,58,Short,A curious scholar always hungry for new discoveries
Isac Brisseau,Rogue,Dragonborn,7,Lawful Evil,Male,34,Average,An intuitive empath who can understand others' emotions
Shanda Billson,Warlock,Tabaxi,3,Neutral Good,Female,75,Tall,A charismatic diplomat bridging gaps between cultures
Samuel Leyban,Sorcerer,Goblin,5,Chaotic Neutral,Male,38,Average,A wise mentor guiding others on their path
Marji Rushmer,Demon Hunter,Tabaxi,15,True Neutral,Female,49,Tall,A stoic guardian always ready to protect others
Ricky Fahy,Sorcerer,Firbolg,14,Chaotic Neutral,Male,63,Average,A compassionate protector of the weak
Binny Crampsy,Demon Hunter,Kenku,7,Lawful Neutral,Female,34,Short,A resourceful survivor thriving in harsh environments
Golda Hebbard,Monk,Dragonborn,6,Chaotic Evil,Female,47,Tall,A fearless warrior always ready for battle
Hubey Tibbotts,Paladin,Warforged,1,True Neutral,Male,92,Short,A quick-thinking problem solver with a logical mind
Killie Wellings,Demon Hunter,Aasimar,2,Neutral Evil,Male,53,Short,A patient teacher passing on their knowledge to others
Percy Beynkn,Paladin,Tortle,15,Lawful Evil,Genderqueer,41,Tall,A compassionate protector of the weak
Shana Kobera,Paladin,Tiefling,4,Lawful Neutral,Bigender,88,Average,A cunning strategist with a mischievous smile
Ferdinand Lukianovich,Rogue,Triton,6,Neutral Evil,Agender,61,Tall,A fearless protector standing up against injustice
Marjory Smallshaw,Warrior,Halfling,14,True Neutral,Female,39,Tall,A skilled magician performing awe-inspiring tricks
Billi Karran,Warrior,Yuan-Ti,13,Neutral Evil,Female,85,Average,A fearless explorer of uncharted lands
Harlen Pallister,Death Knight,Goliath,8,Chaotic Good,Male,100,Average,A compassionate protector of the weak
Bealle Franzonetti,Paladin,Genasi,11,Chaotic Neutral,Male,41,Tall,A compassionate caregiver always putting others first
Stuart Tallon,Alchemist,Dragonborn,1,True Neutral,Male,80,Short,An intuitive empath who can understand others' emotions
Elmore Ferroli,Bard,Genasi,8,Neutral Evil,Male,69,Tall,A curious scholar always hungry for new discoveries
Gwenore Bywaters,Bard,Human,1,Chaotic Good,Female,49,Average,A charismatic leader with a silver tongue
Ronda Plampin,Shaman,Yuan-Ti,2,True Neutral,Female,14,Average,A compassionate protector of the weak
Brandea Johnsee,Warrior,Dwarf,8,Lawful Evil,Female,24,Tall,A charismatic diplomat bridging gaps between cultures
Winnie Schermick,Death Knight,Kenku,2,Lawful Good,Female,17,Short,A free-spirited wanderer with an insatiable wanderlust
Christalle Sopper,Demon Hunter,Human,14,Lawful Good,Female,14,Short,A fearless hunter tracking down dangerous beasts
Aviva Casham,Shaman,Orc,13,Neutral Evil,Female,83,Short,A compassionate caregiver always putting others first
Del Andell,Bard,Kenku,6,Chaotic Evil,Female,81,Tall,A skilled archer with unmatched precision
Pierette O'Mailey,Thief,Gnome,3,True Neutral,Female,26,Tall,A quick-thinking problem solver with a sharp intellect
Cleopatra Scrase,Warlock,Goliath,14,Neutral Evil,Female,83,Tall,A mysterious seer with visions of the future
Dniren Yesinin,Druid,Elf,6,Lawful Good,Female,59,Tall,A cunning linguist with nimble fingers
Tobie Tyler,Rogue,Dragonborn,9,Chaotic Good,Male,43,Tall,A gentle healer mending both body and soul
Clayborn Rolfini,Warrior,Orc,10,True Neutral,Male,43,Average,A skilled craftsman with a talent for creating masterpieces
Sol Jaulme,Warlock,Kobold,5,Chaotic Neutral,Male,93,Short,A compassionate protector of the weak
Germana Kubiak,Bard,Halfling,14,Chaotic Evil,Female,80,Short,A resourceful problem solver with a keen eye
Estele Ronisch,Ninja,Gnome,15,Chaotic Evil,Female,58,Average,A resourceful problem solver with a keen eye
Valentin Habeshaw,Shaman,Halfling,6,Chaotic Evil,Genderqueer,76,Short,A cunning linguist with nimble fingers
Chanda Linay,Bard,Triton,14,True Neutral,Female,98,Average,A fearless hunter tracking down dangerous beasts
Rhona Sivill,Mage,Human,9,True Neutral,Female,33,Tall,A curious scholar always hungry for new discoveries
Ingra Olekhov,Mage,Halfling,9,True Neutral,Bigender,30,Tall,A quick-witted trickster with a clever mind
Evelyn Chinnick,Thief,Kobold,13,Lawful Evil,Female,72,Average,A quick-thinking problem solver with a sharp intellect
Yoko Pragnall,Ninja,Kenku,2,Chaotic Evil,Female,86,Average,A wise advisor offering guidance and wisdom
Aviva Miskin,Hunter,Dragonborn,1,True Neutral,Female,25,Average,A curious explorer uncovering ancient secrets
Gerhardine Rawe,Hunter,Triton,7,Neutral Evil,Female,47,Short,A resourceful survivor thriving in harsh environments
Tressa Togher,Thief,Human,11,Chaotic Good,Female,83,Tall,A curious scholar always hungry for new discoveries
Pat Poschel,Ninja,Aasimar,7,Neutral Evil,Male,26,Short,A fearless hunter tracking down dangerous beasts
Anastasia Liver,Monk,Kobold,5,Neutral Evil,Female,71,Average,A fearless protector standing up against injustice
Dorian Stepto,Shaman,Gnome,5,Neutral Evil,Male,30,Tall,A resourceful survivor thriving in harsh environments
Brear Stife,Priest,Genasi,8,Neutral Good,Female,40,Short,A compassionate healer with a gentle touch
Jonie Mercer,Warrior,Warforged,6,Chaotic Evil,Female,59,Average,A patient teacher passing on their knowledge to others
Aigneis De L'Isle,Warrior,Halfling,8,Chaotic Evil,Female,83,Tall,A compassionate healer with a gentle touch
Benn Ambrosi,Demon Hunter,Firbolg,5,Lawful Good,Male,43,Tall,A natural-born leader with a commanding presence
Nicolis Spurdens,Hunter,Kenku,15,Chaotic Evil,Male,58,Tall,A mysterious seer with visions of the future
Lefty Kybbye,Thief,Firbolg,2,Lawful Good,Male,28,Short,A cunning linguist with nimble fingers
Milt Winfield,Necromancer,Goblin,11,Neutral Good,Male,95,Average,A compassionate listener always ready to lend an ear
Zsazsa Mattersey,Thief,Triton,8,Chaotic Evil,Female,15,Average,A relentless seeker of justice and truth
Stefa Dabnor,Mage,Aasimar,10,Neutral Good,Female,82,Short,A skilled warrior with a heart of gold
Alfy Paumier,Necromancer,Tortle,9,Lawful Good,Female,42,Average,A brave adventurer with a mysterious past
Arte Hassell,Warrior,Goblin,9,Chaotic Neutral,Male,84,Average,An intuitive empath who can understand others' emotions
Saunder Rouby,Hunter,Orc,5,Chaotic Good,Male,78,Tall,A fearless hunter tracking down dangerous beasts
Albertine Ogilby,Shaman,Triton,5,Chaotic Neutral,Genderqueer,26,Short,A fearless daredevil who thrives on adrenaline
Javier Buffy,Demon Hunter,Kobold,3,Chaotic Good,Male,14,Average,A free-spirited wanderer with an insatiable wanderlust
Lowe Carnock,Hunter,Dwarf,8,Chaotic Evil,Male,92,Average,A wise sage with ancient knowledge
Marchall McQuillin,Priest,Yuan-Ti,15,Chaotic Good,Polygender,10,Average,A skilled warrior with a heart of gold
Arin Bardwell,Monk,Kenku,14,Chaotic Good,Male,35,Short,A wise sage with ancient knowledge
Ashia McBeath,Thief,Goblin,5,Chaotic Evil,Female,88,Short,A mysterious figure shrouded in shadows
Jessica Huws,Monk,Dwarf,11,Neutral Good,Agender,98,Tall,A cunning detective solving mysteries with ease
Gay Flavelle,Ninja,Goliath,7,Lawful Neutral,Male,17,Short,A compassionate protector of the weak
Ingrid Salmen,Samurai,Elf,6,Chaotic Good,Female,78,Average,An intuitive empath who can understand others' emotions
Ashlin Fishbourne,Bard,Aasimar,6,Chaotic Evil,Male,57,Average,A wise advisor offering guidance and wisdom
Christoper Yoseloff,Engineer,Dragonborn,4,Lawful Neutral,Male,50,Tall,A fearless hunter tracking down dangerous beasts
Rochell Ferry,Sorcerer,Triton,14,Lawful Good,Female,72,Short,A skilled archer with unmatched precision
Sigismundo Gilmour,Thief,Tiefling,11,Neutral Evil,Male,39,Average,A skilled craftsman with a talent for creating masterpieces
Zachary Dutson,Ninja,Tortle,15,Neutral Good,Male,61,Tall,An intuitive empath who can understand others' emotions
Travers Mohun,Mage,Aasimar,8,True Neutral,Male,80,Short,A wise philosopher pondering the mysteries of life
Melamie Toffolini,Bard,Gnome,8,Lawful Good,Female,77,Average,A skilled navigator guiding others through treacherous terrain
Gian Vaune,Alchemist,Dragonborn,15,Chaotic Good,Male,83,Tall,A fearless daredevil who thrives on adrenaline
Far Angus,Shaman,Tabaxi,7,Chaotic Neutral,Male,44,Average,A quick-thinking problem solver with a sharp intellect
King Lackemann,Warlock,Orc,4,Lawful Good,Male,88,Average,A resourceful survivor thriving in harsh environments
Eryn Corrigan,Ninja,Goliath,15,Chaotic Good,Bigender,56,Short,A quick-thinking problem solver with a sharp intellect
Stacee McCudden,Death Knight,Goblin,10,Lawful Evil,Male,49,Tall,A quick-thinking problem solver with a sharp intellect
Genia Phelit,Priest,Gnome,12,True Neutral,Female,30,Average,A relentless seeker of justice and truth
Daphna Ferrieroi,Ninja,Gnome,10,Neutral Evil,Female,94,Average,A talented musician who can captivate any audience
Godfree Boykett,Necromancer,Genasi,1,Lawful Good,Male,19,Tall,A quick-witted trickster with a clever mind
Keslie Wardale,Sorcerer,Tiefling,9,Lawful Good,Female,71,Tall,A fearless daredevil who thrives on adrenaline
Crysta Preuvost,Monk,Goblin,6,Lawful Good,Genderqueer,12,Average,A mysterious seer with visions of the future
Maddy Cowely,Sorcerer,Elf,4,Neutral Good,Female,22,Average,A wise mentor guiding others on their path
Ewan Wellbank,Paladin,Warforged,7,Chaotic Evil,Male,72,Average,A skilled warrior with a heart of gold
Tom Brewett,Paladin,Dwarf,11,Chaotic Evil,Male,51,Short,An intuitive empath who can understand others' emotions
Michal Blakes,Necromancer,Halfling,13,Lawful Good,Female,58,Average,A quick-footed acrobat with incredible agility
Dorotea Gomersall,Bard,Aasimar,3,Chaotic Evil,Female,13,Tall,A compassionate listener always ready to lend an ear
Gwendolin Goodridge,Demon Hunter,Dragonborn,15,Lawful Good,Female,89,Tall,A wise mentor guiding others on their path
Jere Kevlin,Ninja,Dragonborn,9,Neutral Good,Male,42,Tall,A quick-thinking problem solver with a sharp intellect
Gordon Whitington,Paladin,Tiefling,15,Neutral Good,Male,84,Tall,A fearless daredevil who thrives on adrenaline
Florina Rangell,Monk,Warforged,2,Chaotic Evil,Female,64,Tall,A curious scholar always hungry for new discoveries
Randie Ternott,Bard,Goblin,4,Lawful Evil,Female,14,Short,A skilled engineer inventing groundbreaking technologies
Bartel Bredbury,Demon Hunter,Triton,1,Lawful Good,Male,28,Average,A loyal companion who never leaves a friend behind
Ephraim Elbourne,Alchemist,Goliath,7,Neutral Evil,Male,26,Short,A skilled navigator guiding others through treacherous terrain
Son Casa,Death Knight,Genasi,10,Chaotic Evil,Bigender,85,Short,A wise sage with ancient knowledge
Torre Eberlein,Necromancer,Kenku,15,True Neutral,Male,75,Short,A skilled archer with unmatched precision
Millard Sackler,Death Knight,Elf,4,Chaotic Evil,Male,56,Tall,A loyal companion who never leaves a friend behind
Isidro Brownsworth,Paladin,Aasimar,13,Neutral Evil,Male,23,Average,A cunning linguist with nimble fingers
Ilise Junifer,Monk,Tabaxi,13,Chaotic Evil,Genderqueer,94,Short,A curious scholar always hungry for new discoveries
Saunders McReath,Death Knight,Dwarf,4,Lawful Neutral,Male,62,Short,A skilled warrior with a heart of gold
Modestia Kett,Engineer,Orc,7,Lawful Neutral,Polygender,42,Tall,A fearless hunter tracking down dangerous beasts
Maurice Pfeffle,Engineer,Kenku,15,True Neutral,Genderfluid,29,Average,A skilled engineer inventing groundbreaking technologies
Josefa Gennerich,Sorcerer,Dwarf,9,Neutral Good,Female,89,Average,A gentle soul with a deep connection to nature
Port Kynett,Mage,Tortle,11,True Neutral,Male,95,Tall,An enigmatic wanderer seeking knowledge and truth
Heinrick Gyer,Death Knight,Aasimar,1,Chaotic Neutral,Male,12,Average,A compassionate listener always ready to lend an ear
,,,,,,,,Athletic and determined with a tattoo on their forearm
